"sleep" "care" "eat" "food" "house" "clothes" "maintenance" "travel" "work" "education" "children" "shopping" "leisure" "other"
48 3 9 14 11 0 0 1 0 0 0 0 49 9
58 13 12 0 0 0 0 0 0 0 0 0 60 1
60 0 6 12 0 0 0 0 0 0 54 0 12 0
51 4 8 5 2 0 0 6 42 0 0 0 26 0
49 0 11 7 0 0 0 8 0 25 8 0 36 0
39 10 18 8 0 0 11 3 0 0 0 0 49 6
67 6 10 0 0 0 0 4 0 0 0 0 46 11
71 3 9 3 0 0 0 0 44 0 14 0 0 0
57 11 5 6 0 0 26 4 0 0 0 0 32 3
78 0 5 4 0 0 0 0 0 0 0 0 57 0
55 6 5 7 0 0 0 4 37 0 4 0 24 2
79 2 0 2 6 0 0 14 0 0 0 7 34 0
37 3 1 0 0 0 0 15 45 0 12 0 31 0
75 3 6 0 0 0 0 6 43 0 0 0 11 0
50 3 9 4 0 0 0 5 46 0 0 0 27 0
42 3 2 5 3 0 0 6 56 0 4 0 23 0
59 3 12 0 0 0 0 0 40 0 0 0 30 0
53 6 10 5 3 0 0 0 0 0 0 8 56 3
41 7 8 4 3 0 11 11 49 0 0 0 10 0
64 8 2 0 0 0 17 11 0 0 0 5 34 3
50 0 8 6 11 0 0 0 0 0 0 5 64 0
46 2 6 7 0 0 0 4 54 0 0 0 24 1
49 4 7 0 0 0 0 8 57 0 0 0 19 0
45 3 8 1 0 0 0 0 48 0 0 0 39 0
51 6 5 8 0 0 0 9 46 0 0 3 15 1
52 7 16 0 0 0 0 0 0 0 0 0 66 3
51 5 9 13 10 1 0 2 0 0 0 20 33 0
53 6 13 4 6 0 0 9 0 0 0 0 28 25
38 6 12 6 0 0 0 6 45 0 0 0 31 0
49 8 11 9 6 0 6 6 0 0 0 0 32 17
51 3 13 0 3 3 7 6 0 0 0 0 47 11
36 5 0 9 4 0 0 11 0 0 0 1 39 39
57 4 9 0 0 0 0 5 40 0 15 0 9 5
47 9 6 5 0 0 0 4 43 0 0 0 30 0
59 4 10 4 0 0 0 5 0 0 0 2 59 1
48 3 11 6 0 0 27 3 0 0 0 6 38 2
50 4 10 4 5 2 0 5 0 0 0 2 62 0
47 7 0 2 0 0 0 8 61 0 0 13 6 0
51 4 12 10 3 0 0 12 41 0 0 0 11 0
43 3 3 6 0 0 0 0 65 0 0 0 24 0
53 8 5 7 0 0 9 10 31 0 0 0 21 0
66 6 16 6 0 0 0 0 0 30 0 0 20 0
44 6 8 7 0 0 0 4 48 0 0 0 27 0
49 4 5 9 8 0 45 8 0 0 0 5 10 1
60 3 12 0 0 3 0 18 0 0 42 0 6 0
44 5 6 3 0 0 0 6 54 0 0 0 26 0
59 6 6 3 8 0 0 11 48 0 0 0 3 0
59 1 4 2 0 0 0 0 54 0 0 3 21 0
36 3 8 8 0 0 0 0 56 0 0 0 33 0
48 5 8 1 0 0 0 11 45 0 1 0 25 0
38 0 2 2 3 0 0 0 0 0 75 0 23 1
26 46 4 0 8 0 0 5 36 0 0 0 19 0
48 0 3 0 3 3 3 12 0 0 30 0 18 24
54 2 6 0 0 0 0 0 54 0 0 0 28 0
42 2 8 2 0 0 0 6 56 0 0 0 27 1
43 4 10 0 0 0 0 17 55 0 0 0 15 0
54 12 7 0 3 0 12 1 0 0 0 6 48 1
53 5 15 3 0 3 0 0 42 0 0 0 23 0
52 5 7 0 19 0 0 0 0 0 0 0 42 19
55 9 3 9 0 0 0 18 0 21 0 7 22 0
137 0 6 0 0 0 0 0 0 0 0 0 0 1
45 8 6 5 0 0 0 7 50 0 5 3 15 0
55 2 8 12 0 3 0 0 45 0 0 4 15 0
45 12 6 0 3 0 0 6 51 0 0 0 21 0
40 2 8 0 0 0 0 0 49 0 0 0 43 2
39 6 0 0 0 0 0 0 54 0 30 0 0 15
40 11 7 3 4 0 0 16 0 0 0 13 39 11
45 4 0 7 9 0 13 0 0 0 33 0 20 13
52 3 6 8 0 0 0 10 0 0 54 0 11 0
32 4 4 0 4 4 2 7 72 0 5 2 8 0
40 2 2 4 0 0 2 4 57 0 0 0 33 0
31 0 3 0 0 2 0 0 60 0 3 0 45 0
57 7 5 7 0 0 0 6 47 0 0 0 15 0
53 9 10 8 3 0 0 0 0 0 0 6 36 19
45 10 9 6 6 0 17 6 28 0 3 0 14 0
54 3 2 0 0 0 0 0 49 0 0 0 36 0
52 6 0 0 0 0 0 11 60 0 0 0 13 2
41 17 9 22 7 3 6 2 4 0 0 1 32 0
22 36 2 7 0 0 0 7 46 0 0 0 24 0
50 8 6 0 0 0 0 0 0 0 0 0 80 0
65 7 11 6 0 0 0 0 44 0 0 0 11 0
47 6 9 14 3 0 0 4 0 0 0 4 54 3
62 4 8 3 0 1 9 0 0 0 0 10 36 11
26 1 0 27 0 0 0 15 56 0 0 0 19 0
58 9 6 11 3 0 0 5 15 0 0 2 31 4
61 6 4 7 4 0 1 13 0 0 0 12 36 0
46 7 4 3 5 0 0 3 0 0 56 0 16 4
46 5 9 13 7 0 0 8 0 0 0 13 36 7
62 5 5 3 1 0 0 2 49 0 0 0 17 0
49 10 5 13 3 0 0 4 3 0 0 0 57 0
44 4 10 9 0 0 0 0 0 0 53 2 22 0
54 10 3 0 0 0 0 9 38 0 0 0 30 0
53 7 14 7 3 0 0 11 0 0 0 7 42 0
45 5 15 0 6 0 0 0 0 0 0 14 59 0
43 23 7 1 0 0 0 3 66 0 0 0 0 1
57 3 4 6 0 0 0 0 59 0 2 0 13 0
44 9 4 6 3 0 4 6 0 0 12 0 56 0
50 1 0 0 0 0 0 63 0 0 0 0 3 27
54 9 12 4 9 0 0 0 12 0 0 0 44 0
50 3 9 9 6 0 3 0 0 0 0 4 60 0
62 3 26 0 11 7 0 0 0 0 0 0 32 3
44 9 1 2 0 0 0 4 64 0 14 0 6 0
45 2 12 7 0 0 0 0 0 0 0 4 74 0
62 4 5 0 3 0 0 0 48 0 0 0 22 0
77 4 15 0 0 0 0 2 0 0 0 12 34 0
38 7 10 1 0 0 1 32 0 0 0 5 32 18
46 3 18 9 0 0 0 3 8 0 0 5 41 11
47 2 15 9 3 0 0 15 18 0 2 6 26 1
64 0 21 0 0 0 0 15 0 0 0 6 38 0
57 3 15 3 0 0 0 11 0 0 0 0 55 0
43 2 5 13 1 0 0 12 16 0 20 3 17 12
55 5 3 5 0 0 0 0 0 0 0 0 76 0
56 7 4 12 4 3 0 6 0 0 0 0 52 0
40 5 12 3 0 0 1 4 51 0 0 0 24 4
43 0 7 11 0 0 0 4 54 0 7 0 18 0
49 0 2 0 1 1 0 0 22 0 0 0 35 34
62 0 3 2 0 0 0 18 0 0 0 5 54 0
51 3 22 0 0 0 0 13 0 23 0 2 30 0
57 9 3 7 0 0 0 10 52 0 6 0 0 0
57 10 6 7 3 3 6 0 0 0 17 0 35 0
51 12 22 5 0 2 0 5 0 0 0 0 47 0
51 1 6 3 0 0 0 0 51 0 0 0 32 0
47 3 9 3 0 0 0 18 0 0 0 14 50 0
60 0 0 0 0 0 18 0 0 0 0 0 66 0
39 12 4 12 0 0 0 0 0 0 0 13 14 50
52 4 7 0 0 0 0 0 53 0 0 0 25 3
48 8 6 3 9 4 0 14 0 0 0 32 20 0
48 5 4 4 0 0 0 7 47 0 0 0 23 6
61 3 16 0 0 3 12 0 0 0 0 0 49 0
56 7 2 5 15 5 0 0 45 0 4 0 5 0
30 6 5 2 2 0 0 8 74 0 15 2 0 0
46 8 3 0 0 0 0 6 54 0 1 0 25 1
72 6 12 0 0 0 0 0 0 0 53 0 0 1
50 2 14 9 0 0 0 4 0 0 0 6 59 0
49 5 8 5 0 0 0 6 57 0 0 0 14 0
53 0 18 0 0 0 12 0 44 0 0 0 16 1
46 5 11 0 0 0 0 10 45 0 12 0 15 0
68 3 8 0 0 0 0 1 64 0 0 0 0 0
47 0 3 0 0 0 0 0 62 0 14 0 17 1
47 4 3 3 1 0 0 21 51 0 0 1 10 3
69 6 4 14 0 0 6 0 24 0 0 0 8 13
64 18 6 0 6 0 0 0 0 0 0 0 32 18
67 2 11 5 8 0 0 8 0 0 0 0 43 0
54 3 6 4 0 0 0 6 55 0 3 0 13 0
48 3 4 0 0 0 0 0 44 0 0 0 37 8
114 0 0 6 0 0 0 0 0 0 0 0 24 0
43 4 8 9 5 0 0 0 0 0 0 0 75 0
94 0 0 0 0 0 0 3 0 0 34 0 13 0
91 11 6 0 0 0 0 0 0 0 0 0 36 0
47 0 0 14 0 0 0 0 51 0 0 0 31 1
46 8 17 11 0 0 0 6 0 0 0 7 49 0
43 6 4 11 0 0 0 12 0 0 0 0 48 20
51 0 4 3 0 0 0 0 64 0 0 0 22 0
40 3 1 12 0 0 0 0 51 0 0 0 36 1
52 2 10 5 0 0 0 0 0 0 0 4 71 0
55 5 9 0 0 3 0 2 40 0 0 0 30 0
55 7 4 0 0 0 0 6 0 0 0 3 69 0
41 0 9 0 0 0 0 0 72 0 0 0 10 12
56 4 1 3 2 0 2 21 0 0 0 0 54 1
55 5 6 7 0 0 0 6 44 0 0 4 14 3
50 5 2 3 0 0 0 12 57 0 0 6 9 0
65 5 8 5 2 0 0 2 35 0 0 11 11 0
61 0 14 0 0 0 0 14 0 0 0 0 15 40
36 5 0 3 0 0 0 15 74 0 3 0 8 0
48 5 13 3 0 0 0 11 0 0 0 0 33 31
76 0 0 0 0 0 0 0 67 0 0 0 0 1
53 7 4 7 8 0 0 8 0 0 16 21 20 0
55 10 6 9 0 0 0 0 48 0 0 0 16 0
76 12 0 0 0 0 0 0 0 0 0 0 52 4
57 7 7 9 4 0 0 7 0 29 0 0 20 4
49 11 6 0 0 0 0 10 44 0 0 0 24 0
44 7 11 6 7 8 2 0 36 0 0 2 21 0
69 4 1 2 0 0 0 13 43 0 5 0 6 1
48 6 8 7 18 0 0 13 0 0 26 0 18 0
53 4 6 6 1 0 2 0 50 0 0 0 22 0
48 6 6 0 0 0 0 12 60 0 0 0 12 0
54 6 3 11 0 5 0 15 0 0 13 11 26 0
51 0 17 7 0 0 0 0 13 43 0 0 6 7
47 5 3 4 6 4 0 4 0 0 8 14 35 14
57 4 0 0 0 0 0 4 53 0 0 0 21 5
58 1 9 5 2 0 1 0 0 0 0 1 67 0
53 3 6 6 4 0 6 0 0 0 0 5 54 7
45 4 8 3 0 0 2 8 43 0 0 0 31 0
53 1 3 0 0 0 0 3 0 0 84 0 0 0
45 8 10 4 0 0 0 5 45 0 0 3 24 0
43 6 4 4 0 0 8 0 43 0 0 0 36 0
63 3 0 9 0 19 3 0 0 0 0 0 47 0
66 3 8 0 0 0 0 0 0 0 0 0 67 0
53 2 17 7 0 0 10 11 0 0 0 4 38 2
50 4 14 8 0 0 0 0 39 0 0 0 29 0
48 6 8 1 0 0 0 0 61 0 0 0 20 0
47 5 12 0 0 0 0 0 58 7 0 0 15 0
51 2 4 0 0 0 0 7 70 0 0 0 10 0
53 2 5 2 0 0 0 6 45 0 9 0 22 0
49 3 14 11 0 0 42 0 0 0 0 5 18 2
51 3 1 14 14 1 1 10 21 0 0 0 26 2
48 6 9 1 0 0 6 44 0 0 0 1 28 1
48 7 5 0 0 0 0 12 48 0 0 3 21 0
57 11 4 8 0 0 0 6 0 0 0 0 50 8
54 2 8 5 0 0 0 9 0 0 0 6 45 15
60 3 3 3 0 0 0 0 60 0 0 0 15 0
57 2 3 11 0 0 3 4 0 0 0 7 44 13
51 5 2 4 0 0 0 10 57 0 11 1 3 0
50 0 0 0 0 0 0 0 60 0 0 0 21 13
54 2 5 4 8 0 0 4 46 0 0 2 19 0
65 5 9 6 14 0 0 0 0 0 24 0 21 0
62 7 8 7 0 0 0 2 0 0 0 2 43 13
52 0 4 0 0 0 0 0 48 0 0 0 28 12
54 0 4 1 0 0 0 8 0 0 0 0 74 3
43 8 3 0 0 0 0 12 48 0 10 0 20 0
54 8 7 3 3 0 0 2 55 0 0 0 6 6
52 9 11 11 4 6 7 7 0 0 0 0 36 1
60 2 8 12 0 0 0 6 2 10 0 2 42 0
48 4 3 6 0 0 0 0 48 0 0 0 35 0
52 0 1 3 4 2 0 6 33 0 34 0 9 0
47 0 9 14 3 0 0 0 48 0 16 0 7 0
48 5 0 0 0 0 0 7 66 0 0 0 18 0
42 6 7 0 0 0 0 5 50 0 0 3 31 0
60 6 8 2 2 0 0 2 44 0 0 0 17 3
54 3 10 0 0 0 0 6 63 0 0 0 8 0
45 4 3 3 3 0 0 6 52 0 0 2 10 16
42 5 4 0 0 0 0 0 0 0 0 0 93 0
42 3 3 1 6 0 0 5 60 0 17 4 0 3
35 2 3 0 0 0 0 19 65 0 6 0 14 0
45 3 2 0 18 0 0 0 58 0 0 0 18 0
55 4 4 6 0 0 0 31 0 0 0 0 44 0
45 3 7 3 2 2 0 6 53 0 4 2 17 0
54 7 5 0 0 0 0 0 59 0 0 0 12 7
50 8 5 13 0 0 0 4 46 0 0 0 18 0
52 3 5 0 0 0 0 0 0 0 54 0 30 0
45 10 13 1 0 0 0 0 45 0 0 2 28 0
45 6 13 3 2 5 0 5 46 0 0 0 19 0
53 3 4 0 0 0 0 5 60 0 0 0 19 0
54 8 17 0 0 0 0 8 0 0 0 0 47 10
50 4 11 12 0 0 0 14 42 0 0 0 10 1
63 0 0 0 3 0 0 0 0 0 0 15 27 36
51 6 15 13 7 0 0 11 0 0 0 0 41 0
53 4 9 4 2 2 0 8 48 0 0 0 14 0
48 7 2 1 0 0 0 2 48 0 0 0 34 2
51 5 5 1 0 0 0 4 45 0 16 3 13 1
49 4 12 6 6 4 8 0 0 0 0 0 18 37
45 0 6 13 4 0 0 12 0 0 29 12 23 0
50 3 3 0 0 0 0 25 0 0 20 0 43 0
60 4 7 3 4 3 0 2 0 0 0 11 50 0
48 4 5 0 0 11 0 0 0 0 0 5 70 1
58 4 14 12 5 0 0 0 0 0 0 13 30 8
56 7 4 8 4 0 0 0 53 0 0 0 12 0
54 8 21 2 3 0 3 0 0 0 0 2 51 0
46 3 8 3 0 0 2 18 0 0 34 0 30 0
42 2 2 0 6 0 4 10 0 0 0 7 71 0
66 12 13 17 2 4 0 0 0 0 0 0 30 0
54 2 0 6 6 0 0 0 0 0 0 6 70 0
61 8 0 0 0 0 6 10 0 25 0 0 34 0
51 4 2 4 41 0 0 8 0 0 0 0 34 0
58 4 5 4 0 0 0 5 44 0 0 0 20 4
54 7 7 8 9 3 1 9 0 0 0 6 40 0
67 3 8 3 0 0 0 0 43 0 0 0 20 0
48 3 10 0 0 3 0 4 0 0 0 2 68 6
46 4 8 7 0 0 0 3 56 0 0 0 20 0
45 6 15 0 0 0 0 0 0 0 0 0 78 0
51 9 10 0 0 0 0 6 45 0 23 0 0 0
43 2 6 5 4 0 0 10 0 0 48 0 26 0
57 2 9 6 0 0 0 17 0 0 0 0 50 3
56 4 5 2 2 0 0 0 0 0 0 0 75 0
42 0 2 0 0 0 0 2 58 0 0 0 40 0
45 3 6 6 0 0 0 10 0 0 0 14 60 0
58 7 5 16 0 0 0 0 0 0 0 0 58 0
56 8 9 3 0 0 0 0 44 0 0 0 16 8
44 3 11 7 9 0 0 11 0 22 0 0 37 0
59 3 9 12 0 0 0 8 0 0 0 20 33 0
86 0 14 6 0 0 0 0 0 0 0 0 38 0
46 5 6 13 2 2 0 9 0 0 34 0 27 0
66 5 11 2 0 8 0 7 0 0 20 1 24 0
39 5 11 22 0 11 0 7 0 0 0 9 38 2
68 3 8 0 0 0 0 0 0 0 0 0 65 0
45 5 2 0 3 0 0 14 49 0 20 6 0 0
51 9 7 5 5 0 0 8 42 0 4 0 13 0
42 7 9 3 0 0 0 5 47 0 0 0 31 0
50 6 3 8 0 9 0 0 45 0 0 6 15 2
47 6 9 11 8 9 6 6 0 0 2 3 37 0
53 6 8 0 3 0 0 0 53 0 0 0 17 4
48 3 6 0 1 0 0 0 48 0 26 0 12 0
55 3 2 3 0 0 0 6 48 6 0 3 18 0
52 5 7 4 0 0 0 10 39 0 0 0 27 0
53 6 13 17 0 0 0 0 0 0 0 0 49 6
48 15 7 14 3 5 4 4 0 0 0 7 35 2
46 3 6 5 0 0 0 25 42 0 4 0 13 0
47 3 6 3 0 0 0 0 0 0 10 27 48 0
35 5 12 8 0 0 0 8 45 0 0 10 20 1
44 3 6 1 0 0 9 0 0 0 0 3 78 0
48 6 2 6 3 0 0 7 60 0 0 0 12 0
57 2 6 5 0 0 0 0 50 0 0 0 21 3
46 6 6 8 0 0 0 5 56 0 0 0 17 0
55 5 5 3 19 0 0 0 0 0 28 0 29 0
53 1 2 0 2 0 0 4 31 0 0 0 51 0
74 0 15 0 0 0 0 0 54 0 0 0 0 1
49 3 5 2 4 4 0 33 0 0 0 5 33 6
65 3 2 5 0 0 0 8 0 0 32 0 17 12
51 4 12 14 6 2 0 2 0 0 0 0 53 0
43 5 5 0 0 0 1 6 50 0 0 2 30 2
53 4 5 8 0 0 0 0 53 0 0 2 19 0
64 4 3 0 11 0 0 0 0 0 0 6 56 0
48 8 8 4 12 0 0 0 0 0 0 0 46 18
48 2 0 0 0 0 0 3 0 0 68 0 0 23
58 5 1 0 0 0 0 11 49 0 0 0 19 1
60 0 6 21 0 0 0 6 0 0 0 6 45 0
50 3 10 2 1 0 0 0 46 0 9 0 22 1
51 3 7 9 0 0 0 4 0 21 0 0 46 3
58 7 6 3 0 0 4 6 0 0 0 0 44 16
47 6 4 1 1 2 2 7 30 0 0 1 43 0
53 8 6 6 1 0 0 4 0 0 0 0 53 13
51 3 11 11 6 2 4 0 0 0 0 5 42 9
37 6 1 0 0 0 0 4 53 0 0 0 28 15
36 0 7 4 0 2 0 3 68 0 0 0 24 0
51 12 4 0 3 1 0 5 37 0 0 0 31 0
36 6 4 13 0 0 0 0 0 0 0 0 60 25
50 6 13 12 5 3 0 6 0 0 0 10 25 14
42 1 2 1 0 1 1 5 62 0 7 2 20 0
48 0 6 12 0 0 0 0 12 0 0 0 48 18
29 2 4 5 4 1 2 12 55 0 10 0 20 0
58 8 19 10 9 0 0 4 0 0 0 0 36 0
39 5 12 0 0 0 0 26 56 0 0 0 6 0
57 6 7 2 0 0 0 9 41 0 0 0 22 0
48 3 5 4 0 2 0 6 0 0 19 0 56 1
87 0 6 4 0 0 0 0 0 0 6 2 36 3
46 4 5 5 0 2 0 4 50 0 0 0 28 0
71 5 11 1 0 0 8 0 0 0 0 0 34 14
65 6 6 6 4 8 0 4 0 0 0 6 37 2
43 3 15 4 0 0 0 15 51 0 0 0 8 5
57 1 6 6 20 8 0 0 11 0 0 8 27 0
95 2 16 0 0 0 0 0 0 0 0 0 11 20
63 4 7 0 0 0 0 10 46 0 0 4 10 0
78 7 4 3 0 0 3 0 48 0 0 0 0 1
51 6 8 2 3 6 8 0 0 0 0 0 60 0
55 16 2 0 0 0 0 6 39 0 0 0 25 1
48 8 9 0 0 0 0 9 43 0 9 0 14 4
54 1 22 0 0 0 36 0 0 0 0 0 31 0
78 12 0 0 0 0 0 6 48 0 0 0 0 0
105 3 0 12 0 0 0 0 0 0 0 0 24 0
61 3 2 0 0 0 0 9 0 0 19 0 50 0
68 2 4 4 3 0 0 0 0 0 0 0 63 0
59 4 8 0 0 0 12 4 0 0 0 4 53 0
55 7 7 10 7 3 2 8 0 0 0 3 26 16
54 0 10 2 0 0 0 0 0 0 9 0 69 0
36 4 9 0 0 0 0 12 48 0 9 0 26 0
71 1 0 0 0 0 0 0 0 0 0 0 69 3
57 1 2 4 0 0 1 0 0 0 0 0 79 0
51 7 6 0 0 0 1 0 42 0 0 0 37 0
66 3 3 5 0 0 0 9 45 0 0 0 10 3
61 0 5 0 0 0 0 0 0 35 43 0 0 0
54 3 5 1 0 0 0 6 61 0 4 0 10 0
60 3 5 0 0 2 0 4 43 0 0 2 25 0
55 3 6 11 0 0 0 12 46 0 5 0 5 1
52 4 10 3 0 0 0 10 60 0 0 0 5 0
44 4 3 1 0 0 0 2 42 0 2 2 44 0
48 6 3 0 0 0 0 11 48 0 13 3 12 0
39 5 4 9 0 0 1 11 40 0 0 3 29 3
48 10 10 4 0 0 0 10 0 46 0 0 16 0
75 6 6 6 0 0 0 42 0 0 0 0 9 0
20 6 9 44 3 0 0 0 28 0 0 4 15 15
59 4 1 0 0 0 0 26 23 0 0 0 17 14
36 9 0 3 7 0 0 1 70 0 0 0 13 5
71 1 4 3 5 0 0 0 0 0 0 2 58 0
36 18 5 3 15 0 11 0 0 0 0 9 42 5
49 2 6 0 6 0 0 5 0 0 0 5 71 0
86 2 1 0 0 0 12 0 0 0 0 0 43 0
47 3 4 0 7 0 0 72 0 0 0 0 11 0
54 5 5 5 2 0 0 0 0 0 0 0 72 1
53 4 7 13 4 0 0 13 0 0 0 0 48 2
55 6 4 0 0 0 0 5 62 0 0 0 12 0
46 4 7 4 0 1 13 13 0 0 0 0 55 1
56 0 21 0 0 0 0 10 0 0 0 0 57 0
68 10 16 0 4 28 10 0 0 0 0 0 8 0
48 4 10 6 7 0 0 11 23 0 23 0 12 0
58 6 10 7 2 0 0 9 0 0 4 16 29 3
51 2 13 11 0 0 2 10 0 0 0 2 27 26
52 4 7 7 0 0 0 21 9 0 0 0 44 0
61 5 7 4 6 4 0 2 0 0 0 1 54 0
70 2 2 10 0 0 22 1 0 0 0 7 29 1
52 10 14 4 9 0 0 0 0 0 30 0 24 1
78 2 7 2 0 0 0 0 0 0 0 6 49 0
36 8 4 20 4 2 0 7 52 0 0 1 10 0
40 0 0 45 0 0 0 0 42 0 0 0 17 0
43 2 2 0 4 3 0 3 54 0 24 0 8 1
58 2 1 4 0 0 4 6 50 0 0 0 19 0
41 8 13 0 0 0 0 7 52 0 0 0 23 0
63 2 4 2 3 0 0 3 12 0 55 0 0 0
48 1 7 9 0 0 0 1 41 0 0 5 32 0
63 0 10 0 3 0 0 0 44 0 24 0 0 0
33 6 6 2 3 0 0 0 64 0 1 5 23 1
49 3 12 2 0 0 9 0 64 0 0 0 5 0
60 3 4 10 8 11 8 0 0 0 0 21 19 0
58 6 3 3 6 0 0 0 31 0 15 11 11 0
47 11 6 10 3 0 0 9 24 0 0 8 18 8
58 3 7 5 0 0 0 33 0 0 0 0 38 0
65 6 12 0 0 0 0 7 0 0 36 0 13 5
45 4 0 2 0 0 0 3 78 0 12 0 0 0
55 6 0 5 0 0 0 12 42 0 0 0 24 0
44 6 4 15 3 3 0 16 30 0 18 0 4 1
63 5 3 6 0 0 0 0 57 0 0 0 9 1
53 4 7 6 0 0 0 6 34 0 11 0 23 0
50 3 5 1 0 0 0 4 49 0 0 6 26 0
51 4 2 5 0 0 0 3 58 0 0 0 21 0
56 3 3 4 0 0 0 12 36 0 0 3 27 0
51 3 15 0 15 0 6 2 0 0 0 9 41 2
51 8 6 2 6 0 0 15 0 0 0 0 27 29
41 1 3 2 0 0 0 3 57 0 0 0 36 1
54 1 6 0 0 0 0 13 64 0 0 0 0 6
32 5 0 13 0 2 0 0 45 0 4 31 12 0
46 0 7 9 0 0 0 0 53 0 0 0 29 0
44 12 16 0 3 0 0 3 49 0 0 0 16 1
75 9 9 6 5 4 9 9 0 0 0 5 6 7
52 4 5 5 5 0 0 10 0 0 37 2 24 0
57 5 4 5 0 0 0 4 0 54 0 0 15 0
48 6 4 8 0 0 0 10 46 0 0 0 22 0
54 4 6 10 0 0 0 12 0 0 0 0 58 0
66 6 0 9 0 0 0 24 0 0 0 0 39 0
49 3 14 7 10 12 3 3 0 0 0 4 39 0
49 7 0 0 0 0 0 2 61 0 0 0 25 0
41 5 4 4 12 0 0 8 44 0 0 5 20 1
52 6 9 10 0 7 6 15 0 0 0 15 24 0
42 1 4 13 4 0 0 0 0 0 30 0 49 1
69 7 5 7 11 0 0 6 0 0 28 10 0 1
64 8 3 6 0 0 0 9 0 0 40 0 14 0
52 4 7 5 0 0 1 2 48 0 3 1 21 0
42 3 8 0 0 0 0 2 51 0 0 0 33 5
55 7 7 3 6 0 12 0 0 0 11 3 33 7
49 4 15 0 0 0 0 6 42 0 0 0 27 1
57 3 2 0 0 0 0 6 0 0 0 0 32 44
51 0 6 2 0 0 0 11 0 0 24 4 46 0
42 5 6 9 0 0 2 14 30 0 0 3 31 2
50 6 4 5 0 0 0 10 50 0 0 0 19 0
68 0 0 0 0 0 0 0 0 0 0 0 76 0
61 9 8 6 0 0 0 0 47 0 0 0 13 0
51 12 13 0 8 0 9 16 0 0 0 7 28 0
49 3 7 0 0 0 0 6 56 0 0 0 23 0
49 5 7 0 8 0 0 0 48 0 0 0 27 0
53 5 10 0 6 0 0 17 0 0 0 0 23 30
48 8 3 0 10 0 0 2 42 0 0 0 25 6
45 5 5 5 2 0 0 9 39 0 5 0 20 9
30 0 2 4 0 0 0 0 30 0 0 66 12 0
52 4 10 12 0 0 3 0 42 0 0 0 21 0
77 11 3 6 0 0 0 4 43 0 0 0 0 0
48 3 5 3 1 0 0 7 0 0 39 3 35 0
44 7 13 0 0 0 0 0 0 0 0 0 54 26
39 8 6 7 0 0 0 7 29 0 29 0 19 0
42 33 6 4 8 0 3 12 0 0 0 3 17 16
44 3 6 11 8 0 0 11 0 0 20 10 18 13
62 10 9 6 23 0 0 8 0 0 0 0 26 0
61 8 4 2 0 0 0 1 0 0 0 0 64 4
51 1 5 6 3 0 0 0 63 0 3 0 12 0
48 3 2 1 2 0 0 6 53 0 0 2 22 5
44 13 9 9 8 0 0 0 0 0 0 0 60 1
49 2 6 9 0 0 0 9 42 0 0 0 27 0
48 0 4 8 0 0 0 7 0 0 17 12 48 0
52 3 9 15 6 0 0 11 0 0 35 5 8 0
60 1 3 9 6 2 2 11 0 0 23 5 22 0
48 12 11 0 0 0 0 0 0 0 0 0 36 37
47 14 1 5 0 0 0 2 51 0 0 1 20 3
38 10 9 0 0 0 0 0 73 0 0 0 13 1
45 3 5 3 0 0 0 5 72 0 0 0 11 0
53 6 6 0 3 0 0 9 45 0 12 0 9 1
63 6 6 0 0 0 0 0 59 0 0 0 9 1
45 3 2 0 0 0 0 17 47 0 0 2 22 6
52 5 3 0 0 0 0 9 53 0 0 0 15 7
37 4 4 2 2 23 0 7 43 0 0 4 14 4
45 9 6 2 0 2 0 4 51 0 0 2 22 1
51 4 5 1 2 0 0 0 55 0 0 0 22 4
54 6 9 3 0 1 0 2 0 0 55 0 14 0
44 3 2 0 0 0 0 24 41 0 0 0 27 3
56 7 3 4 0 0 0 0 60 0 0 0 14 0
47 0 3 0 0 0 0 8 49 0 12 0 24 1
60 2 5 0 0 0 0 2 38 0 0 0 18 19
49 7 5 0 2 0 0 11 52 0 6 0 12 0
79 0 2 0 0 4 0 3 0 4 0 6 46 0
58 2 11 8 2 3 3 0 25 0 0 0 32 0
57 6 7 5 0 0 0 0 0 0 49 0 20 0
49 6 10 4 4 0 0 4 47 0 0 0 19 1
42 2 2 2 2 0 0 6 75 0 6 0 7 0
20 0 0 4 0 0 0 0 0 4 94 0 21 1
47 4 4 4 9 0 0 0 0 0 0 0 73 3
56 2 4 3 0 0 0 2 48 0 0 2 27 0
77 5 17 12 0 0 14 0 0 0 0 6 0 13
55 2 4 9 7 0 0 2 0 0 31 10 24 0
